train/loss,step
1.0395216941833496,0
,0
0.1639484316110611,94
,94
0.16152635216712952,188
,188
0.12047511339187622,282
,282
0.11273820698261261,376
,376
0.10341675579547882,470
,470
0.1068103015422821,564
,564
0.09141996502876282,658
,658
0.0916895866394043,752
,752
0.10128018260002136,846
,846
0.08023418486118317,940
,940
0.07683192193508148,1034
,1034
0.08712639659643173,1128
,1128
0.09086593985557556,1222
,1222
0.08553782850503922,1316
,1316
0.08260241150856018,1410
,1410
0.07678373903036118,1504
,1504
0.0817963257431984,1598
,1598
0.07989391684532166,1692
,1692
0.07503192126750946,1786
,1786
0.07997386157512665,1880
,1880
0.06015482917428017,1974
,1974
0.0601332001388073,2068
,2068
0.06861038506031036,2162
,2162
0.07137447595596313,2256
,2256
0.06768932193517685,2350
,2350
0.062238723039627075,2444
,2444
0.06467202305793762,2538
,2538
0.06581290066242218,2632
,2632
0.06962883472442627,2726
,2726
0.06307899951934814,2820
,2820
0.06384117156267166,2914
,2914
0.053312819451093674,3008
,3008
0.06231296807527542,3102
,3102
0.053486697375774384,3196
,3196
0.06574631482362747,3290
,3290
0.04922381043434143,3384
,3384
0.05050908774137497,3478
,3478
0.058732304722070694,3572
,3572
0.05985007435083389,3666
,3666
0.05208912491798401,3760
,3760
0.05760819464921951,3854
,3854
0.05271545797586441,3948
,3948
0.05628866329789162,4042
,4042
0.06497086584568024,4136
,4136
0.05801784619688988,4230
,4230
0.0426974892616272,4324
,4324
0.05208205431699753,4418
,4418
0.05078424885869026,4512
,4512
0.05087577551603317,4606
,4606
0.04856007546186447,4700
,4700
0.03582319989800453,4794
,4794
0.060618799179792404,4888
,4888
0.05017131567001343,4982
,4982
0.049656275659799576,5076
,5076
0.044887445867061615,5170
,5170
0.054175037890672684,5264
,5264
0.05378199368715286,5358
,5358
0.04533661901950836,5452
,5452
0.04509829357266426,5546
,5546
0.047465719282627106,5640
,5640
0.046229247003793716,5734
,5734
0.04282368719577789,5828
,5828
0.05917808786034584,5922
,5922
0.03925798088312149,6016
,6016
0.04281564801931381,6110
,6110
0.05096761882305145,6204
,6204
0.04195607453584671,6298
,6298
0.047251708805561066,6392
,6392
0.043712303042411804,6486
,6486
0.05781972035765648,6580
,6580
0.05116435885429382,6674
,6674
0.042565420269966125,6768
,6768
0.05258473753929138,6862
,6862
0.04814508557319641,6956
,6956
0.04624971002340317,7050
,7050
0.04321127384901047,7144
,7144
0.047196824103593826,7238
,7238
0.04509912431240082,7332
,7332
0.035172563046216965,7426
,7426
0.04901260882616043,7520
,7520
0.04001077264547348,7614
,7614
0.04213873669505119,7708
,7708
0.038270603865385056,7802
,7802
0.03581151366233826,7896
,7896
0.048916276544332504,7990
,7990
0.0367165207862854,8084
,8084
0.05100812390446663,8178
,8178
0.03488177806138992,8272
,8272
0.03678671270608902,8366
,8366
0.04259161651134491,8460
,8460
0.03784777969121933,8554
,8554
0.03763708472251892,8648
,8648
0.0426836796104908,8742
,8742
0.032080166041851044,8836
,8836
0.040672387927770615,8930
,8930
0.04273948073387146,9024
,9024
0.034663110971450806,9118
,9118
0.0321870818734169,9212
,9212
0.03773254156112671,9306
,9306
0.043809674680233,9400
,9400
0.037876274436712265,9494
,9494
0.03271643817424774,9588
,9588
0.03870442882180214,9682
,9682
0.03592275455594063,9776
,9776
0.04231695458292961,9870
,9870
0.03515958413481712,9964
,9964
0.040320172905921936,10058
,10058
0.040614672005176544,10152
,10152
0.045459210872650146,10246
,10246
0.040560945868492126,10340
,10340
0.0357787124812603,10434
,10434
0.04010426253080368,10528
,10528
0.037601400166749954,10622
,10622
0.03129781037569046,10716
,10716
0.03487130627036095,10810
,10810
0.039027031511068344,10904
,10904
0.037346918135881424,10998
,10998
0.043056778609752655,11092
,11092
0.030681787058711052,11186
,11186
0.042614299803972244,11280
,11280
0.037772562354803085,11374
,11374
0.031339459121227264,11468
,11468
0.03481920808553696,11562
,11562
0.03716067224740982,11656
,11656
0.03363718092441559,11750
,11750
0.04492359608411789,11844
,11844
0.04396627098321915,11938
,11938
0.035273365676403046,12032
,12032
0.04098811000585556,12126
,12126
0.03511722385883331,12220
,12220
0.031123293563723564,12314
,12314
0.034198418259620667,12408
,12408
0.037048324942588806,12502
,12502
0.03779369592666626,12596
,12596
0.037762343883514404,12690
,12690
0.033501267433166504,12784
,12784
0.028953220695257187,12878
,12878
0.03590355068445206,12972
,12972
0.026889357715845108,13066
,13066
0.029911741614341736,13160
,13160
0.038517240434885025,13254
,13254
0.030861884355545044,13348
,13348
0.030856117606163025,13442
,13442
0.0338347852230072,13536
,13536
0.0274177435785532,13630
,13630
0.03128653019666672,13724
,13724
0.030650150030851364,13818
,13818
0.032702550292015076,13912
,13912
0.032300952821969986,14006
,14006
0.027194855734705925,14100
,14100
0.029405681416392326,14194
,14194
0.03820263221859932,14288
,14288
0.029651109129190445,14382
,14382
0.028010496869683266,14476
,14476
0.03249586746096611,14570
,14570
0.032176993787288666,14664
,14664
0.0391613245010376,14758
,14758
0.03298812359571457,14852
,14852
0.028236806392669678,14946
,14946
0.031945064663887024,15040
,15040
0.030334101989865303,15134
,15134
0.034494657069444656,15228
,15228
0.0319608598947525,15322
,15322
0.030953306704759598,15416
,15416
0.037327758967876434,15510
,15510
0.028000880032777786,15604
,15604
0.031294677406549454,15698
,15698
0.029981832951307297,15792
,15792
0.0291459858417511,15886
,15886
0.033696454018354416,15980
,15980
0.03001607581973076,16074
,16074
0.02958185411989689,16168
,16168
0.02524707280099392,16262
,16262
0.03101106360554695,16356
,16356
0.03301476687192917,16450
,16450
0.03674470633268356,16544
,16544
0.027982143685221672,16638
,16638
0.03702274337410927,16732
,16732
0.03562479466199875,16826
,16826
0.032821618020534515,16920
,16920
0.03485981374979019,17014
,17014
0.027380527928471565,17108
,17108
0.028356119990348816,17202
,17202
0.02892068400979042,17296
,17296
0.02772853709757328,17390
,17390
0.025050224736332893,17484
,17484
0.024215657263994217,17578
,17578
0.02971040830016136,17672
,17672
0.03150132670998573,17766
,17766
0.02616560459136963,17860
,17860
0.025518551468849182,17954
,17954
0.02836175449192524,18048
,18048
0.0322098582983017,18142
,18142
0.030480746179819107,18236
,18236
0.035098254680633545,18330
,18330
0.02963053062558174,18424
,18424
0.027319690212607384,18518
,18518
0.034739647060632706,18612
,18612
0.028590712696313858,18706
,18706
0.02915472723543644,18800
,18800
0.029328718781471252,18894
,18894
0.029170118272304535,18988
,18988
0.030319374054670334,19082
,19082
0.026239095255732536,19176
,19176
0.025482192635536194,19270
,19270
0.024949273094534874,19364
,19364
0.03314300626516342,19458
,19458
0.03122498095035553,19552
,19552
0.0334974080324173,19646
,19646
0.030576465651392937,19740
,19740
0.03208523243665695,19834
,19834
0.030570052564144135,19928
,19928
0.030232256278395653,20022
,20022
0.0276302769780159,20116
,20116
0.033525217324495316,20210
,20210
0.025164689868688583,20304
,20304
0.03347254544496536,20398
,20398
0.024678755551576614,20492
,20492
0.024056021124124527,20586
,20586
0.029159819707274437,20680
,20680
0.0259990394115448,20774
,20774
0.0304991714656353,20868
,20868
0.03050396405160427,20962
,20962
0.026128020137548447,21056
,21056
0.0290224589407444,21150
,21150
0.024860363453626633,21244
,21244
0.025550084188580513,21338
,21338
0.030411869287490845,21432
,21432
0.02251354418694973,21526
,21526
0.02598411776125431,21620
,21620
0.024722598493099213,21714
,21714
0.030470870435237885,21808
,21808
0.02217620238661766,21902
,21902
0.025796234607696533,21996
,21996
0.0243120975792408,22090
,22090
0.025888828560709953,22184
,22184
0.02734551578760147,22278
,22278
0.026454387232661247,22372
,22372
0.02521487884223461,22466
,22466
0.025203172117471695,22560
,22560
0.02808215841650963,22654
,22654
0.024491552263498306,22748
,22748
0.025434358045458794,22842
,22842
0.025759480893611908,22936
,22936
0.023115957155823708,23030
,23030
0.02597283199429512,23124
,23124
0.02459743618965149,23218
,23218
0.0259439367800951,23312
,23312
0.02805735170841217,23406
,23406
0.025843359529972076,23500
,23500
0.025717902928590775,23594
,23594
0.02642676793038845,23688
,23688
0.026236455887556076,23782
,23782
0.028050467371940613,23876
,23876
0.0233925674110651,23970
,23970
0.02322932705283165,24064
,24064
0.025845075026154518,24158
,24158
0.02575129270553589,24252
,24252
0.023711353540420532,24346
,24346
0.024502454325556755,24440
,24440
0.021037450060248375,24534
,24534
0.02907293289899826,24628
,24628
0.023182298988103867,24722
,24722
0.022337624803185463,24816
,24816
0.027556229382753372,24910
,24910
0.019765034317970276,25004
,25004
0.021087095141410828,25098
,25098
0.02255803532898426,25192
,25192
0.02589670568704605,25286
,25286
0.022118207067251205,25380
,25380
0.0227297805249691,25474
,25474
0.023943820968270302,25568
,25568
0.019924111664295197,25662
,25662
0.025107834488153458,25756
,25756
0.0243400726467371,25850
,25850
0.030823666602373123,25944
,25944
0.021834343671798706,26038
,26038
0.024768097326159477,26132
,26132
0.026589632034301758,26226
,26226
0.020302142947912216,26320
,26320
0.02410733327269554,26414
,26414
0.025309264659881592,26508
,26508
0.029104765504598618,26602
,26602
0.0202652420848608,26696
,26696
0.020929481834173203,26790
,26790
0.0254523903131485,26884
,26884
0.026036623865365982,26978
,26978
0.024274645373225212,27072
,27072
0.025518909096717834,27166
,27166
0.022530296817421913,27260
,27260
0.019229043275117874,27354
,27354
0.0210883691906929,27448
,27448
0.02148079313337803,27542
,27542
0.021776989102363586,27636
,27636
0.019378695636987686,27730
,27730
0.023494120687246323,27824
,27824
0.024443812668323517,27918
,27918
0.021867970004677773,28012
,28012
0.02322228252887726,28106
,28106
0.027526816353201866,28200
,28200
0.027557753026485443,28294
,28294
0.018126793205738068,28388
,28388
0.02829688973724842,28482
,28482
0.026474956423044205,28576
,28576
0.02433997578918934,28670
,28670
0.02403840981423855,28764
,28764
0.021697133779525757,28858
,28858
0.02133096382021904,28952
,28952
0.022460859268903732,29046
,29046
0.028139490634202957,29140
,29140
0.022227823734283447,29234
,29234
0.02356690727174282,29328
,29328
0.022921394556760788,29422
,29422
0.025813549757003784,29516
,29516
0.023519394919276237,29610
,29610
0.025601375848054886,29704
,29704
0.025173921138048172,29798
,29798
0.023581750690937042,29892
,29892
0.02115173451602459,29986
,29986
0.018421905115246773,30080
,30080
0.022251786664128304,30174
,30174
0.03019276261329651,30268
,30268
0.020923243835568428,30362
,30362
0.018866850063204765,30456
,30456
0.02562931925058365,30550
,30550
0.02343248762190342,30644
,30644
0.028003208339214325,30738
,30738
0.02382797561585903,30832
,30832
0.03345014154911041,30926
,30926
0.026397455483675003,31020
,31020
0.024684308096766472,31114
,31114
0.02445543371140957,31208
,31208
0.021875806152820587,31302
,31302
0.024229951202869415,31396
,31396
0.020711231976747513,31490
,31490
0.0209604911506176,31584
,31584
0.018483664840459824,31678
,31678
0.02360619604587555,31772
,31772
0.023750439286231995,31866
,31866
0.022563446313142776,31960
,31960
0.02257690578699112,32054
,32054
0.021694805473089218,32148
,32148
0.019451703876256943,32242
,32242
0.019560638815164566,32336
,32336
0.024281855672597885,32430
,32430
0.021353598684072495,32524
,32524
0.0228327214717865,32618
,32618
0.02133282460272312,32712
,32712
0.029402965679764748,32806
,32806
0.01955767162144184,32900
,32900
0.025153489783406258,32994
,32994
0.024254828691482544,33088
,33088
0.017704064026474953,33182
,33182
0.023901723325252533,33276
,33276
0.01943674497306347,33370
,33370
0.01682954467833042,33464
,33464
0.02568451315164566,33558
,33558
0.02932051010429859,33652
,33652
0.021274026483297348,33746
,33746
0.020047267898917198,33840
,33840
0.024361375719308853,33934
,33934
0.023914139717817307,34028
,34028
0.019703563302755356,34122
,34122
0.01960022747516632,34216
,34216
0.020547397434711456,34310
,34310
0.02407628297805786,34404
,34404
0.01955391652882099,34498
,34498
0.018134217709302902,34592
,34592
0.02227209322154522,34686
,34686
0.020048271864652634,34780
,34780
0.021347859874367714,34874
,34874
0.019331905990839005,34968
,34968
0.026488501578569412,35062
,35062
0.027567772194743156,35156
,35156
0.018213652074337006,35250
,35250
0.017584919929504395,35344
,35344
0.027678372338414192,35438
,35438
0.02114623785018921,35532
,35532
0.022743629291653633,35626
,35626
0.019811337813735008,35720
,35720
0.018480198457837105,35814
,35814
0.017148757353425026,35908
,35908
0.019614866003394127,36002
,36002
0.019667625427246094,36096
,36096
0.024350905790925026,36190
,36190
0.023393526673316956,36284
,36284
0.020634714514017105,36378
,36378
0.019334841519594193,36472
,36472
0.0192880779504776,36566
,36566
0.01987602561712265,36660
,36660
0.01789754629135132,36754
,36754
0.021182000637054443,36848
,36848
0.026994654908776283,36942
,36942
0.024167492985725403,37036
,37036
0.018737681210041046,37130
,37130
0.02210305631160736,37224
,37224
0.023059120401740074,37318
,37318
0.020486317574977875,37412
,37412
0.020409712567925453,37506
,37506
